code_rome,uuid,created_at,skill_id,score,summary,details
A1101,ee359294-d429-4280-b1dc-7f426eab9d40,2025-04-30T11:41:12Z,soft_skill_15,0.08005208333333332,Sens des relations humaines,"S’intéresser à autrui et établir aisément avec ses interlocuteurs, une relation propice aux échanges et à la communication."
A1101,ee359294-d429-4280-b1dc-7f426eab9d40,2025-04-30T11:41:12Z,soft_skill_18,0.0,Faire preuve de diplomatie,"Être pondéré, nuancé, faire preuve de tact et d’habileté dans sa relation avec autrui."
A1101,ee359294-d429-4280-b1dc-7f426eab9d40,2025-04-30T11:41:12Z,soft_skill_17,0.0,Faire preuve de discrétion,Faire preuve de retenue dans la divulgation d’informations et être capable d’en respecter la confi dentialité.
A1101,ee359294-d429-4280-b1dc-7f426eab9d40,2025-04-30T11:41:12Z,soft_skill_16,0.0,Sens des affaires et de la valeur de l’argent,Renvoie à la capacité d’empathie et d’analyse de l’environnement pour vendre et faire des affaires au mieux permis par les événements.
A1101,ee359294-d429-4280-b1dc-7f426eab9d40,2025-04-30T11:41:12Z,soft_skill_13,0.0,Être à l’écoute,Être réceptif et attentif aux messages et sollicitations de ses interlocuteurs et de son environnement.
A1101,ee359294-d429-4280-b1dc-7f426eab9d40,2025-04-30T11:41:12Z,soft_skill_12,0.0,Sens de la pédagogie,"Exprimer avec clarté, expliquer et transmettre une information, une réglementation, une procédure ou un processus."
A1101,ee359294-d429-4280-b1dc-7f426eab9d40,2025-04-30T11:41:12Z,soft_skill_10,0.0,Orientation clients,"Renvoie à la capacité de focaliser tous les efforts nécessaires pour comprendre les besoins des clients internes et externes et y répondre, dans un souci de meilleur service rendu."
A1101,ee359294-d429-4280-b1dc-7f426eab9d40,2025-04-30T11:41:12Z,soft_skill_08,0.0,Maîtrise de soi,"Contrôler ses émotions, conserver son sang-froid en toute circonstance, en particulier dans les situations d’urgence et de forte tension."
A1101,ee359294-d429-4280-b1dc-7f426eab9d40,2025-04-30T11:41:12Z,soft_skill_05,0.0,Etre persévérant,"Faire preuve de ténacité, surmonter les obstacles en vue d’atteindre un objectif défini."
A1101,ee359294-d429-4280-b1dc-7f426eab9d40,2025-04-30T11:41:12Z,soft_skill_04,0.0,Curiosité intellectuelle,"Être ouvert à la nouveauté, avoir le goût d’apprendre."
A1101,ee359294-d429-4280-b1dc-7f426eab9d40,2025-04-30T11:41:12Z,soft_skill_03,0.0,Capacité d’adaptation,"Faire face à la nouveauté et au changement, ajuster sa posture en fonction de l’environnement, de la situation et de l’interlocuteur."
A1101,ee359294-d429-4280-b1dc-7f426eab9d40,2025-04-30T11:41:12Z,soft_skill_01,0.0,Être autonome,"Exercer ses activités sans constante supervision, s’organiser en prenant des initiatives dans un cadre de responsabilité défini."
A1102,ec53808a-e632-4c6f-8b28-a35f510b9149,2025-04-30T11:41:13Z,soft_skill_23,0.0,Sens de l’initiative,"Prendre spontanément, dans son champ de responsabilité, les dispositions susceptibles d’optimiser son action."
A1102,ec53808a-e632-4c6f-8b28-a35f510b9149,2025-04-30T11:41:13Z,soft_skill_22,0.0,Sens critique,"S’interroger, porter un jugement constructif, avancer une contreproposition argumentée sur un fait, une situation, une proposition ou une idée."
A1102,ec53808a-e632-4c6f-8b28-a35f510b9149,2025-04-30T11:41:13Z,soft_skill_21,0.0,Esprit de synthèse,"Réunir, faire émerger et mettre en cohérence les informations essentielles concernant une situation, un document, une procédure ou un processus."
A1102,ec53808a-e632-4c6f-8b28-a35f510b9149,2025-04-30T11:41:13Z,soft_skill_20,0.0,Sens de l’analyse,"Examiner, décomposer et comparer les éléments constitutifs d’une situation, d’une procédure, d’un document ou d’un processus en vue de définir les rapports de causalité et établir un diagnostic."
A1102,ec53808a-e632-4c6f-8b28-a35f510b9149,2025-04-30T11:41:13Z,soft_skill_19,0.0,Réactivité,"Répondre rapidement et de manière appropriée aux sollicitations, en particulier dans les situations d’urgence."
A1102,ec53808a-e632-4c6f-8b28-a35f510b9149,2025-04-30T11:41:13Z,soft_skill_18,0.0,Faire preuve de diplomatie,"Être pondéré, nuancé, faire preuve de tact et d’habileté dans sa relation avec autrui."
A1102,ec53808a-e632-4c6f-8b28-a35f510b9149,2025-04-30T11:41:13Z,soft_skill_17,0.0,Faire preuve de discrétion,Faire preuve de retenue dans la divulgation d’informations et être capable d’en respecter la confi dentialité.
A1102,ec53808a-e632-4c6f-8b28-a35f510b9149,2025-04-30T11:41:13Z,soft_skill_16,0.0,Sens des affaires et de la valeur de l’argent,Renvoie à la capacité d’empathie et d’analyse de l’environnement pour vendre et faire des affaires au mieux permis par les événements.
A1102,ec53808a-e632-4c6f-8b28-a35f510b9149,2025-04-30T11:41:13Z,soft_skill_15,0.0,Sens des relations humaines,"S’intéresser à autrui et établir aisément avec ses interlocuteurs, une relation propice aux échanges et à la communication."
A1102,ec53808a-e632-4c6f-8b28-a35f510b9149,2025-04-30T11:41:13Z,soft_skill_14,0.0,Avoir l’esprit d’équipe,"Coopérer avec autrui et contribuer, au sein d’une équipe ou d’un projet, à l’atteinte d’un objectif commun."
A1102,ec53808a-e632-4c6f-8b28-a35f510b9149,2025-04-30T11:41:13Z,soft_skill_13,0.0,Être à l’écoute,Être réceptif et attentif aux messages et sollicitations de ses interlocuteurs et de son environnement.
A1102,ec53808a-e632-4c6f-8b28-a35f510b9149,2025-04-30T11:41:13Z,soft_skill_12,0.0,Sens de la pédagogie,"Exprimer avec clarté, expliquer et transmettre une information, une réglementation, une procédure ou un processus."
A1102,ec53808a-e632-4c6f-8b28-a35f510b9149,2025-04-30T11:41:13Z,soft_skill_11,0.0,Être rigoureux,"Prêter attention aux détails, avoir le souci de la vérification et du contrôle en vue de réduire les incertitudes dans son action et dans son environnement."
A1102,ec53808a-e632-4c6f-8b28-a35f510b9149,2025-04-30T11:41:13Z,soft_skill_10,0.0,Orientation clients,"Renvoie à la capacité de focaliser tous les efforts nécessaires pour comprendre les besoins des clients internes et externes et y répondre, dans un souci de meilleur service rendu."
A1102,ec53808a-e632-4c6f-8b28-a35f510b9149,2025-04-30T11:41:13Z,soft_skill_09,0.0,Sens de l’organisation,Avoir une propension à agencer et structurer son environnement en vue d’optimiser le service rendu.
A1102,ec53808a-e632-4c6f-8b28-a35f510b9149,2025-04-30T11:41:13Z,soft_skill_08,0.0,Maîtrise de soi,"Contrôler ses émotions, conserver son sang-froid en toute circonstance, en particulier dans les situations d’urgence et de forte tension."
A1102,ec53808a-e632-4c6f-8b28-a35f510b9149,2025-04-30T11:41:13Z,soft_skill_07,0.0,Sens des responsabilités,"S’engager, avec discernement, dans une action relevant de ses attributions et assumer ses choix."
A1102,ec53808a-e632-4c6f-8b28-a35f510b9149,2025-04-30T11:41:13Z,soft_skill_06,0.0,Faire preuve d’autorité,Faire accepter son autorité légitime en s’affirmant et en assumant ses responsabilités dans le respect d’autrui.
A1102,ec53808a-e632-4c6f-8b28-a35f510b9149,2025-04-30T11:41:13Z,soft_skill_05,0.0,Etre persévérant,"Faire preuve de ténacité, surmonter les obstacles en vue d’atteindre un objectif défini."
A1102,ec53808a-e632-4c6f-8b28-a35f510b9149,2025-04-30T11:41:13Z,soft_skill_04,0.0,Curiosité intellectuelle,"Être ouvert à la nouveauté, avoir le goût d’apprendre."
A1102,ec53808a-e632-4c6f-8b28-a35f510b9149,2025-04-30T11:41:13Z,soft_skill_03,0.0,Capacité d’adaptation,"Faire face à la nouveauté et au changement, ajuster sa posture en fonction de l’environnement, de la situation et de l’interlocuteur."
A1102,ec53808a-e632-4c6f-8b28-a35f510b9149,2025-04-30T11:41:13Z,soft_skill_02,0.0,Sens de l’innovation/créativité,"Raisonner différemment, rechercher, imaginer, définir, mettre en œuvre des pratiques, des solutions nouvelles, tout en respectant les procédures en vigueur et l’environnement de travail."
A1102,ec53808a-e632-4c6f-8b28-a35f510b9149,2025-04-30T11:41:13Z,soft_skill_01,0.0,Être autonome,"Exercer ses activités sans constante supervision, s’organiser en prenant des initiatives dans un cadre de responsabilité défini."
A1103,28c56f1e-71bc-469c-8141-65d0ba3d40fc,2025-04-30T11:41:15Z,soft_skill_23,0.0,Sens de l’initiative,"Prendre spontanément, dans son champ de responsabilité, les dispositions susceptibles d’optimiser son action."
A1103,28c56f1e-71bc-469c-8141-65d0ba3d40fc,2025-04-30T11:41:15Z,soft_skill_22,0.0,Sens critique,"S’interroger, porter un jugement constructif, avancer une contreproposition argumentée sur un fait, une situation, une proposition ou une idée."
A1103,28c56f1e-71bc-469c-8141-65d0ba3d40fc,2025-04-30T11:41:15Z,soft_skill_21,0.0,Esprit de synthèse,"Réunir, faire émerger et mettre en cohérence les informations essentielles concernant une situation, un document, une procédure ou un processus."
A1103,28c56f1e-71bc-469c-8141-65d0ba3d40fc,2025-04-30T11:41:15Z,soft_skill_20,0.0,Sens de l’analyse,"Examiner, décomposer et comparer les éléments constitutifs d’une situation, d’une procédure, d’un document ou d’un processus en vue de définir les rapports de causalité et établir un diagnostic."
A1103,28c56f1e-71bc-469c-8141-65d0ba3d40fc,2025-04-30T11:41:15Z,soft_skill_19,0.0,Réactivité,"Répondre rapidement et de manière appropriée aux sollicitations, en particulier dans les situations d’urgence."
A1103,28c56f1e-71bc-469c-8141-65d0ba3d40fc,2025-04-30T11:41:15Z,soft_skill_18,0.0,Faire preuve de diplomatie,"Être pondéré, nuancé, faire preuve de tact et d’habileté dans sa relation avec autrui."
A1103,28c56f1e-71bc-469c-8141-65d0ba3d40fc,2025-04-30T11:41:15Z,soft_skill_17,0.0,Faire preuve de discrétion,Faire preuve de retenue dans la divulgation d’informations et être capable d’en respecter la confi dentialité.
A1103,28c56f1e-71bc-469c-8141-65d0ba3d40fc,2025-04-30T11:41:15Z,soft_skill_16,0.0,Sens des affaires et de la valeur de l’argent,Renvoie à la capacité d’empathie et d’analyse de l’environnement pour vendre et faire des affaires au mieux permis par les événements.
A1103,28c56f1e-71bc-469c-8141-65d0ba3d40fc,2025-04-30T11:41:15Z,soft_skill_15,0.0,Sens des relations humaines,"S’intéresser à autrui et établir aisément avec ses interlocuteurs, une relation propice aux échanges et à la communication."
A1103,28c56f1e-71bc-469c-8141-65d0ba3d40fc,2025-04-30T11:41:15Z,soft_skill_14,0.0,Avoir l’esprit d’équipe,"Coopérer avec autrui et contribuer, au sein d’une équipe ou d’un projet, à l’atteinte d’un objectif commun."
A1103,28c56f1e-71bc-469c-8141-65d0ba3d40fc,2025-04-30T11:41:15Z,soft_skill_13,0.0,Être à l’écoute,Être réceptif et attentif aux messages et sollicitations de ses interlocuteurs et de son environnement.
A1103,28c56f1e-71bc-469c-8141-65d0ba3d40fc,2025-04-30T11:41:15Z,soft_skill_12,0.0,Sens de la pédagogie,"Exprimer avec clarté, expliquer et transmettre une information, une réglementation, une procédure ou un processus."
A1103,28c56f1e-71bc-469c-8141-65d0ba3d40fc,2025-04-30T11:41:15Z,soft_skill_11,0.0,Être rigoureux,"Prêter attention aux détails, avoir le souci de la vérification et du contrôle en vue de réduire les incertitudes dans son action et dans son environnement."
A1103,28c56f1e-71bc-469c-8141-65d0ba3d40fc,2025-04-30T11:41:15Z,soft_skill_10,0.0,Orientation clients,"Renvoie à la capacité de focaliser tous les efforts nécessaires pour comprendre les besoins des clients internes et externes et y répondre, dans un souci de meilleur service rendu."
A1103,28c56f1e-71bc-469c-8141-65d0ba3d40fc,2025-04-30T11:41:15Z,soft_skill_09,0.0,Sens de l’organisation,Avoir une propension à agencer et structurer son environnement en vue d’optimiser le service rendu.
A1103,28c56f1e-71bc-469c-8141-65d0ba3d40fc,2025-04-30T11:41:15Z,soft_skill_08,0.0,Maîtrise de soi,"Contrôler ses émotions, conserver son sang-froid en toute circonstance, en particulier dans les situations d’urgence et de forte tension."
A1103,28c56f1e-71bc-469c-8141-65d0ba3d40fc,2025-04-30T11:41:15Z,soft_skill_07,0.0,Sens des responsabilités,"S’engager, avec discernement, dans une action relevant de ses attributions et assumer ses choix."
A1103,28c56f1e-71bc-469c-8141-65d0ba3d40fc,2025-04-30T11:41:15Z,soft_skill_06,0.0,Faire preuve d’autorité,Faire accepter son autorité légitime en s’affirmant et en assumant ses responsabilités dans le respect d’autrui.
A1103,28c56f1e-71bc-469c-8141-65d0ba3d40fc,2025-04-30T11:41:15Z,soft_skill_05,0.0,Etre persévérant,"Faire preuve de ténacité, surmonter les obstacles en vue d’atteindre un objectif défini."
A1103,28c56f1e-71bc-469c-8141-65d0ba3d40fc,2025-04-30T11:41:15Z,soft_skill_04,0.0,Curiosité intellectuelle,"Être ouvert à la nouveauté, avoir le goût d’apprendre."
A1103,28c56f1e-71bc-469c-8141-65d0ba3d40fc,2025-04-30T11:41:15Z,soft_skill_03,0.0,Capacité d’adaptation,"Faire face à la nouveauté et au changement, ajuster sa posture en fonction de l’environnement, de la situation et de l’interlocuteur."
A1103,28c56f1e-71bc-469c-8141-65d0ba3d40fc,2025-04-30T11:41:15Z,soft_skill_02,0.0,Sens de l’innovation/créativité,"Raisonner différemment, rechercher, imaginer, définir, mettre en œuvre des pratiques, des solutions nouvelles, tout en respectant les procédures en vigueur et l’environnement de travail."
A1103,28c56f1e-71bc-469c-8141-65d0ba3d40fc,2025-04-30T11:41:15Z,soft_skill_01,0.0,Être autonome,"Exercer ses activités sans constante supervision, s’organiser en prenant des initiatives dans un cadre de responsabilité défini."
A1104,63178440-aad2-4bba-bb2d-48b7fc5f5880,2025-04-30T11:41:17Z,soft_skill_23,0.0,Sens de l’initiative,"Prendre spontanément, dans son champ de responsabilité, les dispositions susceptibles d’optimiser son action."
A1104,63178440-aad2-4bba-bb2d-48b7fc5f5880,2025-04-30T11:41:17Z,soft_skill_22,0.0,Sens critique,"S’interroger, porter un jugement constructif, avancer une contreproposition argumentée sur un fait, une situation, une proposition ou une idée."
A1104,63178440-aad2-4bba-bb2d-48b7fc5f5880,2025-04-30T11:41:17Z,soft_skill_21,0.0,Esprit de synthèse,"Réunir, faire émerger et mettre en cohérence les informations essentielles concernant une situation, un document, une procédure ou un processus."
A1104,63178440-aad2-4bba-bb2d-48b7fc5f5880,2025-04-30T11:41:17Z,soft_skill_20,0.0,Sens de l’analyse,"Examiner, décomposer et comparer les éléments constitutifs d’une situation, d’une procédure, d’un document ou d’un processus en vue de définir les rapports de causalité et établir un diagnostic."
A1104,63178440-aad2-4bba-bb2d-48b7fc5f5880,2025-04-30T11:41:17Z,soft_skill_19,0.0,Réactivité,"Répondre rapidement et de manière appropriée aux sollicitations, en particulier dans les situations d’urgence."
A1104,63178440-aad2-4bba-bb2d-48b7fc5f5880,2025-04-30T11:41:17Z,soft_skill_18,0.0,Faire preuve de diplomatie,"Être pondéré, nuancé, faire preuve de tact et d’habileté dans sa relation avec autrui."
A1104,63178440-aad2-4bba-bb2d-48b7fc5f5880,2025-04-30T11:41:17Z,soft_skill_17,0.0,Faire preuve de discrétion,Faire preuve de retenue dans la divulgation d’informations et être capable d’en respecter la confi dentialité.
A1104,63178440-aad2-4bba-bb2d-48b7fc5f5880,2025-04-30T11:41:17Z,soft_skill_16,0.0,Sens des affaires et de la valeur de l’argent,Renvoie à la capacité d’empathie et d’analyse de l’environnement pour vendre et faire des affaires au mieux permis par les événements.
A1104,63178440-aad2-4bba-bb2d-48b7fc5f5880,2025-04-30T11:41:17Z,soft_skill_15,0.0,Sens des relations humaines,"S’intéresser à autrui et établir aisément avec ses interlocuteurs, une relation propice aux échanges et à la communication."
A1104,63178440-aad2-4bba-bb2d-48b7fc5f5880,2025-04-30T11:41:17Z,soft_skill_14,0.0,Avoir l’esprit d’équipe,"Coopérer avec autrui et contribuer, au sein d’une équipe ou d’un projet, à l’atteinte d’un objectif commun."
A1104,63178440-aad2-4bba-bb2d-48b7fc5f5880,2025-04-30T11:41:17Z,soft_skill_13,0.0,Être à l’écoute,Être réceptif et attentif aux messages et sollicitations de ses interlocuteurs et de son environnement.
A1104,63178440-aad2-4bba-bb2d-48b7fc5f5880,2025-04-30T11:41:17Z,soft_skill_12,0.0,Sens de la pédagogie,"Exprimer avec clarté, expliquer et transmettre une information, une réglementation, une procédure ou un processus."
A1104,63178440-aad2-4bba-bb2d-48b7fc5f5880,2025-04-30T11:41:17Z,soft_skill_11,0.0,Être rigoureux,"Prêter attention aux détails, avoir le souci de la vérification et du contrôle en vue de réduire les incertitudes dans son action et dans son environnement."
A1104,63178440-aad2-4bba-bb2d-48b7fc5f5880,2025-04-30T11:41:17Z,soft_skill_10,0.0,Orientation clients,"Renvoie à la capacité de focaliser tous les efforts nécessaires pour comprendre les besoins des clients internes et externes et y répondre, dans un souci de meilleur service rendu."
A1104,63178440-aad2-4bba-bb2d-48b7fc5f5880,2025-04-30T11:41:17Z,soft_skill_09,0.0,Sens de l’organisation,Avoir une propension à agencer et structurer son environnement en vue d’optimiser le service rendu.
A1104,63178440-aad2-4bba-bb2d-48b7fc5f5880,2025-04-30T11:41:17Z,soft_skill_08,0.0,Maîtrise de soi,"Contrôler ses émotions, conserver son sang-froid en toute circonstance, en particulier dans les situations d’urgence et de forte tension."
A1104,63178440-aad2-4bba-bb2d-48b7fc5f5880,2025-04-30T11:41:17Z,soft_skill_07,0.0,Sens des responsabilités,"S’engager, avec discernement, dans une action relevant de ses attributions et assumer ses choix."
A1104,63178440-aad2-4bba-bb2d-48b7fc5f5880,2025-04-30T11:41:17Z,soft_skill_06,0.0,Faire preuve d’autorité,Faire accepter son autorité légitime en s’affirmant et en assumant ses responsabilités dans le respect d’autrui.
A1104,63178440-aad2-4bba-bb2d-48b7fc5f5880,2025-04-30T11:41:17Z,soft_skill_05,0.0,Etre persévérant,"Faire preuve de ténacité, surmonter les obstacles en vue d’atteindre un objectif défini."
A1104,63178440-aad2-4bba-bb2d-48b7fc5f5880,2025-04-30T11:41:17Z,soft_skill_04,0.0,Curiosité intellectuelle,"Être ouvert à la nouveauté, avoir le goût d’apprendre."
A1104,63178440-aad2-4bba-bb2d-48b7fc5f5880,2025-04-30T11:41:17Z,soft_skill_03,0.0,Capacité d’adaptation,"Faire face à la nouveauté et au changement, ajuster sa posture en fonction de l’environnement, de la situation et de l’interlocuteur."
A1104,63178440-aad2-4bba-bb2d-48b7fc5f5880,2025-04-30T11:41:17Z,soft_skill_02,0.0,Sens de l’innovation/créativité,"Raisonner différemment, rechercher, imaginer, définir, mettre en œuvre des pratiques, des solutions nouvelles, tout en respectant les procédures en vigueur et l’environnement de travail."
A1104,63178440-aad2-4bba-bb2d-48b7fc5f5880,2025-04-30T11:41:17Z,soft_skill_01,0.0,Être autonome,"Exercer ses activités sans constante supervision, s’organiser en prenant des initiatives dans un cadre de responsabilité défini."
A1201,704a8b44-eb27-4655-8103-53ad49bd9127,2025-04-30T11:41:19Z,soft_skill_12,1.0,Sens de la pédagogie,"Exprimer avec clarté, expliquer et transmettre une information, une réglementation, une procédure ou un processus."
A1201,704a8b44-eb27-4655-8103-53ad49bd9127,2025-04-30T11:41:19Z,soft_skill_11,1.0,Être rigoureux,"Prêter attention aux détails, avoir le souci de la vérification et du contrôle en vue de réduire les incertitudes dans son action et dans son environnement."
A1201,704a8b44-eb27-4655-8103-53ad49bd9127,2025-04-30T11:41:19Z,soft_skill_16,1.0,Sens des affaires et de la valeur de l’argent,Renvoie à la capacité d’empathie et d’analyse de l’environnement pour vendre et faire des affaires au mieux permis par les événements.
A1201,704a8b44-eb27-4655-8103-53ad49bd9127,2025-04-30T11:41:19Z,soft_skill_09,0.926516042330088,Sens de l’organisation,Avoir une propension à agencer et structurer son environnement en vue d’optimiser le service rendu.
A1201,704a8b44-eb27-4655-8103-53ad49bd9127,2025-04-30T11:41:19Z,soft_skill_01,0.8440825449124312,Être autonome,"Exercer ses activités sans constante supervision, s’organiser en prenant des initiatives dans un cadre de responsabilité défini."
A1201,704a8b44-eb27-4655-8103-53ad49bd9127,2025-04-30T11:41:19Z,soft_skill_13,0.5,Être à l’écoute,Être réceptif et attentif aux messages et sollicitations de ses interlocuteurs et de son environnement.
A1201,704a8b44-eb27-4655-8103-53ad49bd9127,2025-04-30T11:41:19Z,soft_skill_14,0.4593889287996499,Avoir l’esprit d’équipe,"Coopérer avec autrui et contribuer, au sein d’une équipe ou d’un projet, à l’atteinte d’un objectif commun."
A1201,704a8b44-eb27-4655-8103-53ad49bd9127,2025-04-30T11:41:19Z,soft_skill_07,0.44263512238753683,Sens des responsabilités,"S’engager, avec discernement, dans une action relevant de ses attributions et assumer ses choix."
A1201,704a8b44-eb27-4655-8103-53ad49bd9127,2025-04-30T11:41:19Z,soft_skill_23,0.4297421985997098,Sens de l’initiative,"Prendre spontanément, dans son champ de responsabilité, les dispositions susceptibles d’optimiser son action."
A1201,704a8b44-eb27-4655-8103-53ad49bd9127,2025-04-30T11:41:19Z,soft_skill_20,0.34231282151370274,Sens de l’analyse,"Examiner, décomposer et comparer les éléments constitutifs d’une situation, d’une procédure, d’un document ou d’un processus en vue de définir les rapports de causalité et établir un diagnostic."
A1201,704a8b44-eb27-4655-8103-53ad49bd9127,2025-04-30T11:41:19Z,soft_skill_06,0.34035026488814724,Faire preuve d’autorité,Faire accepter son autorité légitime en s’affirmant et en assumant ses responsabilités dans le respect d’autrui.
A1201,704a8b44-eb27-4655-8103-53ad49bd9127,2025-04-30T11:41:19Z,soft_skill_04,0.31547207711099284,Curiosité intellectuelle,"Être ouvert à la nouveauté, avoir le goût d’apprendre."
A1201,704a8b44-eb27-4655-8103-53ad49bd9127,2025-04-30T11:41:19Z,soft_skill_22,0.29874364620477556,Sens critique,"S’interroger, porter un jugement constructif, avancer une contreproposition argumentée sur un fait, une situation, une proposition ou une idée."
A1201,704a8b44-eb27-4655-8103-53ad49bd9127,2025-04-30T11:41:19Z,soft_skill_21,0.2918185221564743,Esprit de synthèse,"Réunir, faire émerger et mettre en cohérence les informations essentielles concernant une situation, un document, une procédure ou un processus."
A1201,704a8b44-eb27-4655-8103-53ad49bd9127,2025-04-30T11:41:19Z,soft_skill_02,0.2634050914210333,Sens de l’innovation/créativité,"Raisonner différemment, rechercher, imaginer, définir, mettre en œuvre des pratiques, des solutions nouvelles, tout en respectant les procédures en vigueur et l’environnement de travail."
A1201,704a8b44-eb27-4655-8103-53ad49bd9127,2025-04-30T11:41:19Z,soft_skill_05,0.26310638403032727,Etre persévérant,"Faire preuve de ténacité, surmonter les obstacles en vue d’atteindre un objectif défini."
A1201,704a8b44-eb27-4655-8103-53ad49bd9127,2025-04-30T11:41:19Z,soft_skill_03,0.2023005716101277,Capacité d’adaptation,"Faire face à la nouveauté et au changement, ajuster sa posture en fonction de l’environnement, de la situation et de l’interlocuteur."
A1201,704a8b44-eb27-4655-8103-53ad49bd9127,2025-04-30T11:41:19Z,soft_skill_15,0.18309275943248698,Sens des relations humaines,"S’intéresser à autrui et établir aisément avec ses interlocuteurs, une relation propice aux échanges et à la communication."
A1201,704a8b44-eb27-4655-8103-53ad49bd9127,2025-04-30T11:41:19Z,soft_skill_19,0.0,Réactivité,"Répondre rapidement et de manière appropriée aux sollicitations, en particulier dans les situations d’urgence."
A1201,704a8b44-eb27-4655-8103-53ad49bd9127,2025-04-30T11:41:19Z,soft_skill_18,0.0,Faire preuve de diplomatie,"Être pondéré, nuancé, faire preuve de tact et d’habileté dans sa relation avec autrui."
A1201,704a8b44-eb27-4655-8103-53ad49bd9127,2025-04-30T11:41:19Z,soft_skill_17,0.0,Faire preuve de discrétion,Faire preuve de retenue dans la divulgation d’informations et être capable d’en respecter la confi dentialité.
A1201,704a8b44-eb27-4655-8103-53ad49bd9127,2025-04-30T11:41:19Z,soft_skill_10,0.0,Orientation clients,"Renvoie à la capacité de focaliser tous les efforts nécessaires pour comprendre les besoins des clients internes et externes et y répondre, dans un souci de meilleur service rendu."
A1201,704a8b44-eb27-4655-8103-53ad49bd9127,2025-04-30T11:41:19Z,soft_skill_08,0.0,Maîtrise de soi,"Contrôler ses émotions, conserver son sang-froid en toute circonstance, en particulier dans les situations d’urgence et de forte tension."
A1202,46ab0042-7484-4f3d-8f92-16ddaf1e75cb,2025-04-30T11:41:21Z,soft_skill_10,1.0,Orientation clients,"Renvoie à la capacité de focaliser tous les efforts nécessaires pour comprendre les besoins des clients internes et externes et y répondre, dans un souci de meilleur service rendu."
A1202,46ab0042-7484-4f3d-8f92-16ddaf1e75cb,2025-04-30T11:41:21Z,soft_skill_02,0.9728190913198,Sens de l’innovation/créativité,"Raisonner différemment, rechercher, imaginer, définir, mettre en œuvre des pratiques, des solutions nouvelles, tout en respectant les procédures en vigueur et l’environnement de travail."
A1202,46ab0042-7484-4f3d-8f92-16ddaf1e75cb,2025-04-30T11:41:21Z,soft_skill_17,0.9303922633796073,Faire preuve de discrétion,Faire preuve de retenue dans la divulgation d’informations et être capable d’en respecter la confi dentialité.
A1202,46ab0042-7484-4f3d-8f92-16ddaf1e75cb,2025-04-30T11:41:21Z,soft_skill_16,0.6651482934856373,Sens des affaires et de la valeur de l’argent,Renvoie à la capacité d’empathie et d’analyse de l’environnement pour vendre et faire des affaires au mieux permis par les événements.
